subscriber_id,first_name,last_name,email,signup_date,signup_source,country,gender,age_group,status
SUB0296,First296,Last296,user296@email.com,2024-04-03,Website Popup,United Kingdom,Male,45-54,Active
SUB0297,First297,Last297,user297@email.com,2024-03-08,Website Popup,United States,Male,35-44,Active
SUB0298,First298,Last298,user298@email.com,2023-11-21,Checkout,United States,Female,25-34,Active
SUB0299,First299,Last299,user299@email.com,2024-04-10,Referral,Canada,Female,35-44,Bounced
SUB0300,First300,Last300,user300@email.com,2024-04-28,Checkout,United Kingdom,Male,18-24,Active
SUB0301,First301,Last301,user301@email.com,2024-03-13,Social Media,United Kingdom,Male,18-24,Active
SUB0302,First302,Last302,user302@email.com,2024-06-17,Website Popup,United States,Male,25-34,Active
SUB0303,First303,Last303,user303@email.com,2024-01-15,Website Popup,United States,Male,25-34,Active
SUB0304,First304,Last304,user304@email.com,2024-03-05,Social Media,United States,Female,18-24,Bounced
SUB0305,First305,Last305,user305@email.com,2024-04-05,Website Popup,United States,Male,55+,Unsubscribed
SUB0306,First306,Last306,user306@email.com,2024-05-21,Blog,United Kingdom,Male,35-44,Active
SUB0307,First307,Last307,user307@email.com,2024-05-24,Social Media,United Kingdom,Male,25-34,Active
SUB0308,First308,Last308,user308@email.com,2024-02-07,Social Media,United States,Female,18-24,Unsubscribed
SUB0309,First309,Last309,user309@email.com,2023-09-30,Checkout,United Kingdom,Female,35-44,Active
SUB0310,First310,Last310,user310@email.com,2024-04-30,Website Popup,United States,Male,35-44,Active
SUB0311,First311,Last311,user311@email.com,2024-06-10,Checkout,United Kingdom,Male,35-44,Active
SUB0312,First312,Last312,user312@email.com,2024-01-20,Checkout,United Kingdom,Female,25-34,Unsubscribed
SUB0313,First313,Last313,user313@email.com,2023-11-10,Checkout,United States,Female,35-44,Active
SUB0314,First314,Last314,user314@email.com,2023-10-23,Checkout,United States,Female,25-34,Active
SUB0315,First315,Last315,user315@email.com,2024-02-11,Website Popup,United States,Male,35-44,Active
SUB0316,First316,Last316,user316@email.com,2024-03-18,Checkout,United States,Female,55+,Unsubscribed
SUB0317,First317,Last317,user317@email.com,2023-11-09,Social Media,Australia,Male,45-54,Unsubscribed
SUB0318,First318,Last318,user318@email.com,2024-03-31,Checkout,United Kingdom,Male,25-34,Active
SUB0319,First319,Last319,user319@email.com,2023-08-29,Checkout,United States,Male,25-34,Active
SUB0320,First320,Last320,user320@email.com,2024-01-24,Social Media,United Kingdom,Female,18-24,Active
SUB0321,First321,Last321,user321@email.com,2024-04-15,Website Popup,United Kingdom,Male,25-34,Active
SUB0322,First322,Last322,user322@email.com,2023-11-07,Website Popup,Australia,Male,35-44,Unsubscribed
SUB0323,First323,Last323,user323@email.com,2024-01-27,Checkout,Canada,Female,55+,Active
SUB0324,First324,Last324,user324@email.com,2024-02-12,Referral,United States,Male,18-24,Bounced
SUB0325,First325,Last325,user325@email.com,2024-01-24,Website Popup,United States,Male,18-24,Active
SUB0326,First326,Last326,user326@email.com,2023-12-09,Website Popup,United Kingdom,Female,18-24,Active
SUB0327,First327,Last327,user327@email.com,2023-08-30,Website Popup,United States,Female,25-34,Active
SUB0328,First328,Last328,user328@email.com,2023-08-14,Referral,United States,Male,25-34,Active
SUB0329,First329,Last329,user329@email.com,2023-11-12,Referral,United Kingdom,Female,25-34,Active
SUB0330,First330,Last330,user330@email.com,2024-02-03,Website Popup,Canada,Male,25-34,Active
SUB0331,First331,Last331,user331@email.com,2024-05-05,Website Popup,Australia,Male,25-34,Active
SUB0332,First332,Last332,user332@email.com,2024-03-27,Referral,United States,Female,25-34,Active
SUB0333,First333,Last333,user333@email.com,2024-01-22,Referral,United Kingdom,Male,25-34,Active
SUB0334,First334,Last334,user334@email.com,2023-08-22,Checkout,United Kingdom,Female,45-54,Bounced
SUB0335,First335,Last335,user335@email.com,2023-07-19,Checkout,Canada,Male,18-24,Active
SUB0336,First336,Last336,user336@email.com,2024-04-30,Website Popup,United Kingdom,Female,18-24,Active
SUB0337,First337,Last337,user337@email.com,2024-04-11,Checkout,United States,Female,35-44,Active
SUB0338,First338,Last338,user338@email.com,2023-09-15,Referral,United States,Female,35-44,Active
SUB0339,First339,Last339,user339@email.com,2023-08-14,Checkout,United Kingdom,Male,35-44,Unsubscribed
SUB0340,First340,Last340,user340@email.com,2023-10-30,Social Media,United Kingdom,Female,35-44,Active
SUB0341,First341,Last341,user341@email.com,2023-11-01,Checkout,United States,Male,35-44,Active
SUB0342,First342,Last342,user342@email.com,2023-07-15,Website Popup,United States,Male,45-54,Active
SUB0343,First343,Last343,user343@email.com,2024-02-17,Checkout,United Kingdom,Male,18-24,Unsubscribed
SUB0344,First344,Last344,user344@email.com,2023-08-23,Checkout,United Kingdom,Female,25-34,Active
SUB0345,First345,Last345,user345@email.com,2024-03-06,Social Media,United States,Female,35-44,Active
SUB0346,First346,Last346,user346@email.com,2024-01-30,Referral,United States,Female,35-44,Active
SUB0347,First347,Last347,user347@email.com,2024-04-19,Website Popup,United States,Male,25-34,Unsubscribed
SUB0348,First348,Last348,user348@email.com,2023-07-05,Social Media,United States,Male,35-44,Active
SUB0349,First349,Last349,user349@email.com,2024-03-29,Checkout,Australia,Female,25-34,Active
SUB0350,First350,Last350,user350@email.com,2024-06-02,Website Popup,Canada,Female,18-24,Active
SUB0351,First351,Last351,user351@email.com,2024-05-06,Checkout,United Kingdom,Female,25-34,Active
SUB0352,First352,Last352,user352@email.com,2024-03-27,Website Popup,United Kingdom,Male,45-54,Active
SUB0353,First353,Last353,user353@email.com,2023-11-30,Website Popup,United Kingdom,Male,45-54,Active
SUB0354,First354,Last354,user354@email.com,2023-07-11,Checkout,United States,Female,25-34,Active
SUB0355,First355,Last355,user355@email.com,2023-08-22,Social Media,Canada,Male,35-44,Active
SUB0356,First356,Last356,user356@email.com,2024-06-23,Checkout,Australia,Male,25-34,Active
SUB0357,First357,Last357,user357@email.com,2023-10-11,Blog,United Kingdom,Female,35-44,Active
SUB0358,First358,Last358,user358@email.com,2024-02-06,Checkout,United States,Female,35-44,Active
SUB0359,First359,Last359,user359@email.com,2024-06-04,Website Popup,United Kingdom,Male,45-54,Unsubscribed
SUB0360,First360,Last360,user360@email.com,2023-08-19,Website Popup,United States,Female,45-54,Active
SUB0361,First361,Last361,user361@email.com,2023-10-21,Checkout,Australia,Female,18-24,Active
SUB0362,First362,Last362,user362@email.com,2023-08-18,Checkout,United Kingdom,Female,55+,Unsubscribed
SUB0363,First363,Last363,user363@email.com,2023-08-06,Checkout,Australia,Male,55+,Active
SUB0364,First364,Last364,user364@email.com,2024-06-01,Social Media,United States,Male,18-24,Active
SUB0365,First365,Last365,user365@email.com,2023-07-04,Checkout,United Kingdom,Male,55+,Unsubscribed
SUB0366,First366,Last366,user366@email.com,2024-02-26,Checkout,United States,Male,45-54,Unsubscribed
SUB0367,First367,Last367,user367@email.com,2024-06-14,Website Popup,United States,Male,35-44,Unsubscribed
SUB0368,First368,Last368,user368@email.com,2023-11-30,Checkout,United States,Male,55+,Unsubscribed
SUB0369,First369,Last369,user369@email.com,2023-11-10,Checkout,United States,Female,35-44,Active
SUB0370,First370,Last370,user370@email.com,2023-10-17,Social Media,United States,Female,35-44,Active
SUB0371,First371,Last371,user371@email.com,2024-06-09,Social Media,United States,Male,18-24,Active
SUB0372,First372,Last372,user372@email.com,2024-05-05,Social Media,Canada,Male,25-34,Active
SUB0373,First373,Last373,user373@email.com,2023-11-21,Website Popup,United Kingdom,Female,35-44,Active
SUB0374,First374,Last374,user374@email.com,2023-09-15,Website Popup,United States,Male,35-44,Active
SUB0375,First375,Last375,user375@email.com,2023-10-02,Social Media,Canada,Female,35-44,Active
SUB0376,First376,Last376,user376@email.com,2024-01-30,Website Popup,United States,Female,45-54,Active
SUB0377,First377,Last377,user377@email.com,2024-02-17,Checkout,United States,Female,25-34,Active
SUB0378,First378,Last378,user378@email.com,2024-01-16,Website Popup,Canada,Male,25-34,Active
SUB0379,First379,Last379,user379@email.com,2024-05-19,Checkout,Australia,Female,25-34,Active
SUB0380,First380,Last380,user380@email.com,2023-10-08,Website Popup,Australia,Female,35-44,Active
SUB0381,First381,Last381,user381@email.com,2023-08-28,Checkout,United States,Female,25-34,Bounced
SUB0382,First382,Last382,user382@email.com,2023-07-08,Checkout,Canada,Female,18-24,Unsubscribed
SUB0383,First383,Last383,user383@email.com,2023-08-12,Blog,United States,Female,25-34,Active
SUB0384,First384,Last384,user384@email.com,2023-07-12,Social Media,United Kingdom,Female,25-34,Active
SUB0385,First385,Last385,user385@email.com,2023-11-28,Social Media,United States,Male,18-24,Active
SUB0386,First386,Last386,user386@email.com,2024-05-10,Checkout,United States,Male,45-54,Unsubscribed
SUB0387,First387,Last387,user387@email.com,2024-01-14,Social Media,United Kingdom,Female,18-24,Active
SUB0388,First388,Last388,user388@email.com,2023-07-05,Website Popup,Australia,Female,55+,Active
SUB0389,First389,Last389,user389@email.com,2024-01-31,Website Popup,United States,Male,25-34,Unsubscribed
SUB0390,First390,Last390,user390@email.com,2023-08-10,Website Popup,United States,Male,18-24,Active
SUB0391,First391,Last391,user391@email.com,2024-03-13,Checkout,United Kingdom,Female,25-34,Active
SUB0392,First392,Last392,user392@email.com,2023-10-05,Checkout,United States,Male,55+,Active
SUB0393,First393,Last393,user393@email.com,2024-06-15,Checkout,Australia,Female,25-34,Active
SUB0394,First394,Last394,user394@email.com,2023-12-16,Website Popup,United States,Male,25-34,Unsubscribed
SUB0395,First395,Last395,user395@email.com,2023-08-27,Social Media,United States,Female,35-44,Active
SUB0396,First396,Last396,user396@email.com,2023-10-28,Checkout,United States,Male,45-54,Active
SUB0397,First397,Last397,user397@email.com,2023-10-25,Referral,Canada,Female,25-34,Unsubscribed
SUB0398,First398,Last398,user398@email.com,2023-12-21,Checkout,United Kingdom,Female,25-34,Active
SUB0399,First399,Last399,user399@email.com,2024-03-03,Social Media,United States,Female,18-24,Active
SUB0400,First400,Last400,user400@email.com,2024-02-14,Checkout,United Kingdom,Male,45-54,Active
SUB0401,First401,Last401,user401@email.com,2023-08-03,Checkout,United Kingdom,Male,35-44,Active
SUB0402,First402,Last402,user402@email.com,2024-05-01,Website Popup,Canada,Female,35-44,Active
SUB0403,First403,Last403,user403@email.com,2023-11-18,Checkout,United States,Male,25-34,Active
SUB0404,First404,Last404,user404@email.com,2023-07-30,Checkout,Canada,Female,25-34,Active
SUB0405,First405,Last405,user405@email.com,2023-11-20,Checkout,United States,Male,18-24,Active
SUB0406,First406,Last406,user406@email.com,2023-07-01,Social Media,Canada,Female,18-24,Active
SUB0407,First407,Last407,user407@email.com,2024-05-03,Referral,United States,Female,35-44,Active
SUB0408,First408,Last408,user408@email.com,2024-02-02,Referral,Australia,Female,35-44,Active
SUB0409,First409,Last409,user409@email.com,2024-05-02,Social Media,United States,Female,25-34,Active
SUB0410,First410,Last410,user410@email.com,2023-11-01,Website Popup,Canada,Male,45-54,Active
SUB0411,First411,Last411,user411@email.com,2023-08-26,Checkout,Australia,Male,35-44,Active
SUB0412,First412,Last412,user412@email.com,2024-01-10,Referral,Australia,Male,35-44,Active
SUB0413,First413,Last413,user413@email.com,2023-12-21,Social Media,United States,Female,18-24,Active
SUB0414,First414,Last414,user414@email.com,2024-01-26,Checkout,Canada,Female,35-44,Active
SUB0415,First415,Last415,user415@email.com,2024-04-06,Social Media,United States,Female,25-34,Active
SUB0416,First416,Last416,user416@email.com,2023-11-26,Social Media,United States,Female,18-24,Active
SUB0417,First417,Last417,user417@email.com,2023-10-15,Blog,United States,Male,25-34,Active
SUB0418,First418,Last418,user418@email.com,2024-05-18,Website Popup,United Kingdom,Female,25-34,Active
SUB0419,First419,Last419,user419@email.com,2023-08-31,Website Popup,Australia,Female,35-44,Active
SUB0420,First420,Last420,user420@email.com,2024-04-21,Referral,United States,Male,25-34,Active
SUB0421,First421,Last421,user421@email.com,2023-11-28,Checkout,United States,Female,35-44,Bounced
SUB0422,First422,Last422,user422@email.com,2024-04-21,Website Popup,United Kingdom,Female,18-24,Active
SUB0423,First423,Last423,user423@email.com,2024-03-17,Referral,United States,Female,18-24,Active
SUB0424,First424,Last424,user424@email.com,2023-07-05,Referral,Australia,Female,35-44,Active
SUB0425,First425,Last425,user425@email.com,2023-11-29,Website Popup,United Kingdom,Male,25-34,Active
SUB0426,First426,Last426,user426@email.com,2023-09-26,Social Media,Canada,Male,55+,Active
SUB0427,First427,Last427,user427@email.com,2024-06-30,Website Popup,United States,Female,18-24,Active
SUB0428,First428,Last428,user428@email.com,2023-09-06,Social Media,Australia,Female,45-54,Active
SUB0429,First429,Last429,user429@email.com,2023-09-25,Referral,United States,Female,18-24,Active
SUB0430,First430,Last430,user430@email.com,2024-03-25,Checkout,Australia,Male,35-44,Active
SUB0431,First431,Last431,user431@email.com,2024-01-09,Website Popup,United States,Male,35-44,Active
SUB0432,First432,Last432,user432@email.com,2023-08-02,Checkout,United States,Male,18-24,Active
SUB0433,First433,Last433,user433@email.com,2024-01-31,Website Popup,United States,Male,18-24,Active
SUB0434,First434,Last434,user434@email.com,2023-07-17,Checkout,United Kingdom,Female,18-24,Active
SUB0435,First435,Last435,user435@email.com,2024-03-18,Checkout,United Kingdom,Female,25-34,Unsubscribed
SUB0436,First436,Last436,user436@email.com,2024-01-05,Referral,United Kingdom,Female,18-24,Active
SUB0437,First437,Last437,user437@email.com,2024-05-05,Social Media,United States,Male,25-34,Active
SUB0438,First438,Last438,user438@email.com,2024-06-26,Social Media,United States,Male,25-34,Active
SUB0439,First439,Last439,user439@email.com,2024-04-17,Social Media,Canada,Female,25-34,Bounced
SUB0440,First440,Last440,user440@email.com,2024-02-12,Website Popup,United Kingdom,Female,25-34,Active
SUB0441,First441,Last441,user441@email.com,2023-10-21,Checkout,United States,Female,35-44,Active
SUB0442,First442,Last442,user442@email.com,2023-08-19,Checkout,Australia,Male,25-34,Active
SUB0443,First443,Last443,user443@email.com,2023-10-15,Website Popup,United States,Female,35-44,Active
SUB0444,First444,Last444,user444@email.com,2023-10-20,Website Popup,United States,Male,25-34,Active
SUB0445,First445,Last445,user445@email.com,2024-03-22,Checkout,Canada,Female,25-34,Active
SUB0446,First446,Last446,user446@email.com,2024-01-19,Social Media,United States,Female,18-24,Unsubscribed
SUB0447,First447,Last447,user447@email.com,2023-09-08,Website Popup,United States,Female,35-44,Active
SUB0448,First448,Last448,user448@email.com,2023-11-04,Checkout,United States,Female,45-54,Active
SUB0449,First449,Last449,user449@email.com,2023-07-31,Social Media,Australia,Male,18-24,Unsubscribed
SUB0450,First450,Last450,user450@email.com,2024-01-05,Checkout,United States,Male,25-34,Active
SUB0451,First451,Last451,user451@email.com,2024-03-18,Website Popup,United States,Male,18-24,Active
SUB0452,First452,Last452,user452@email.com,2024-06-21,Checkout,United States,Female,18-24,Active
SUB0453,First453,Last453,user453@email.com,2024-03-23,Social Media,United States,Male,25-34,Active
SUB0454,First454,Last454,user454@email.com,2023-10-18,Checkout,United Kingdom,Male,25-34,Active
SUB0455,First455,Last455,user455@email.com,2024-01-26,Website Popup,United States,Female,25-34,Active
SUB0456,First456,Last456,user456@email.com,2024-04-29,Website Popup,United Kingdom,Female,25-34,Active
SUB0457,First457,Last457,user457@email.com,2023-11-21,Social Media,United States,Male,35-44,Active
SUB0458,First458,Last458,user458@email.com,2024-02-15,Social Media,United Kingdom,Female,45-54,Active
SUB0459,First459,Last459,user459@email.com,2023-09-02,Website Popup,United States,Female,35-44,Active
SUB0460,First460,Last460,user460@email.com,2024-05-31,Social Media,United States,Male,25-34,Active
SUB0461,First461,Last461,user461@email.com,2024-03-08,Blog,Australia,Female,18-24,Active
SUB0462,First462,Last462,user462@email.com,2023-10-11,Website Popup,United States,Female,35-44,Active
SUB0463,First463,Last463,user463@email.com,2024-03-11,Referral,Canada,Male,25-34,Active
SUB0464,First464,Last464,user464@email.com,2024-05-20,Checkout,Canada,Male,25-34,Active
SUB0465,First465,Last465,user465@email.com,2023-09-14,Social Media,United States,Male,35-44,Bounced
SUB0466,First466,Last466,user466@email.com,2023-09-08,Social Media,United States,Male,35-44,Active
SUB0467,First467,Last467,user467@email.com,2024-03-23,Checkout,United States,Male,25-34,Active
SUB0468,First468,Last468,user468@email.com,2023-11-13,Blog,United States,Female,18-24,Active
SUB0469,First469,Last469,user469@email.com,2024-04-06,Social Media,United States,Female,25-34,Active
SUB0470,First470,Last470,user470@email.com,2023-08-24,Website Popup,Canada,Female,25-34,Active
SUB0471,First471,Last471,user471@email.com,2024-04-22,Checkout,United States,Female,35-44,Active
SUB0472,First472,Last472,user472@email.com,2024-03-22,Referral,United States,Female,25-34,Unsubscribed
SUB0473,First473,Last473,user473@email.com,2023-10-23,Checkout,United States,Female,25-34,Active
SUB0474,First474,Last474,user474@email.com,2023-11-10,Checkout,United States,Female,35-44,Active
SUB0475,First475,Last475,user475@email.com,2023-10-20,Website Popup,United States,Male,18-24,Active
SUB0476,First476,Last476,user476@email.com,2024-02-26,Website Popup,United States,Male,25-34,Bounced
SUB0477,First477,Last477,user477@email.com,2024-05-12,Website Popup,United States,Female,18-24,Active
SUB0478,First478,Last478,user478@email.com,2024-06-13,Social Media,United Kingdom,Male,25-34,Active
SUB0479,First479,Last479,user479@email.com,2024-06-16,Website Popup,United States,Female,25-34,Active
SUB0480,First480,Last480,user480@email.com,2024-02-10,Blog,United Kingdom,Female,35-44,Unsubscribed
SUB0481,First481,Last481,user481@email.com,2023-08-30,Website Popup,United States,Female,35-44,Active
SUB0482,First482,Last482,user482@email.com,2024-04-28,Checkout,United States,Female,25-34,Active
SUB0483,First483,Last483,user483@email.com,2023-10-17,Checkout,United States,Female,25-34,Active
SUB0484,First484,Last484,user484@email.com,2024-04-05,Referral,United States,Male,45-54,Active
SUB0485,First485,Last485,user485@email.com,2023-10-09,Checkout,United Kingdom,Female,45-54,Active
SUB0486,First486,Last486,user486@email.com,2023-09-25,Website Popup,Canada,Male,35-44,Active
SUB0487,First487,Last487,user487@email.com,2024-06-02,Checkout,United Kingdom,Female,25-34,Active
SUB0488,First488,Last488,user488@email.com,2024-06-23,Website Popup,United States,Male,35-44,Active
SUB0489,First489,Last489,user489@email.com,2024-01-17,Blog,Australia,Male,25-34,Active
SUB0490,First490,Last490,user490@email.com,2024-06-03,Referral,United Kingdom,Male,25-34,Active
SUB0491,First491,Last491,user491@email.com,2024-06-05,Referral,United States,Female,45-54,Active
SUB0492,First492,Last492,user492@email.com,2023-07-01,Checkout,United States,Female,35-44,Active
SUB0493,First493,Last493,user493@email.com,2023-10-26,Website Popup,Canada,Male,35-44,Active
SUB0494,First494,Last494,user494@email.com,2023-12-17,Blog,Canada,Male,45-54,Active
SUB0495,First495,Last495,user495@email.com,2024-03-06,Checkout,Canada,Male,45-54,Active
SUB0496,First496,Last496,user496@email.com,2024-01-07,Referral,Australia,Male,35-44,Active
SUB0497,First497,Last497,user497@email.com,2024-02-22,Checkout,Australia,Male,35-44,Active
SUB0498,First498,Last498,user498@email.com,2024-06-03,Blog,United States,Female,35-44,Active
SUB0499,First499,Last499,user499@email.com,2023-09-23,Website Popup,United States,Female,25-34,Active
SUB0500,First500,Last500,user500@email.com,2023-10-03,Checkout,United States,Female,35-44,Active
SUB0501,First501,Last501,user501@email.com,2023-09-27,Website Popup,United Kingdom,Female,25-34,Bounced
SUB0502,First502,Last502,user502@email.com,2023-09-17,Social Media,United Kingdom,Female,25-34,Active
SUB0503,First503,Last503,user503@email.com,2023-11-12,Referral,United Kingdom,Male,35-44,Active
SUB0504,First504,Last504,user504@email.com,2024-03-05,Social Media,Canada,Female,25-34,Active
SUB0505,First505,Last505,user505@email.com,2023-09-04,Referral,United States,Male,18-24,Unsubscribed
SUB0506,First506,Last506,user506@email.com,2023-08-18,Checkout,United Kingdom,Male,45-54,Unsubscribed
SUB0507,First507,Last507,user507@email.com,2024-05-16,Referral,United States,Male,35-44,Active
SUB0508,First508,Last508,user508@email.com,2024-06-22,Website Popup,United States,Female,45-54,Active
SUB0509,First509,Last509,user509@email.com,2023-12-30,Social Media,United States,Female,25-34,Active
SUB0510,First510,Last510,user510@email.com,2023-07-04,Social Media,United States,Female,25-34,Active
SUB0511,First511,Last511,user511@email.com,2023-11-02,Website Popup,United States,Male,35-44,Active
SUB0512,First512,Last512,user512@email.com,2023-08-09,Social Media,United States,Female,55+,Active
SUB0513,First513,Last513,user513@email.com,2024-06-17,Website Popup,United States,Female,35-44,Active
SUB0514,First514,Last514,user514@email.com,2024-04-17,Blog,Canada,Male,18-24,Active
SUB0515,First515,Last515,user515@email.com,2024-06-30,Website Popup,United States,Female,25-34,Active
SUB0516,First516,Last516,user516@email.com,2024-01-22,Referral,United States,Male,25-34,Active
SUB0517,First517,Last517,user517@email.com,2023-07-23,Blog,United Kingdom,Male,45-54,Unsubscribed
SUB0518,First518,Last518,user518@email.com,2023-11-13,Blog,Canada,Female,18-24,Active
SUB0519,First519,Last519,user519@email.com,2023-11-09,Social Media,United Kingdom,Male,45-54,Active
SUB0520,First520,Last520,user520@email.com,2024-04-26,Checkout,United States,Female,35-44,Active
SUB0521,First521,Last521,user521@email.com,2023-12-07,Website Popup,Australia,Male,18-24,Active
SUB0522,First522,Last522,user522@email.com,2024-06-18,Blog,Canada,Male,18-24,Active
SUB0523,First523,Last523,user523@email.com,2024-04-22,Website Popup,United Kingdom,Female,35-44,Active
SUB0524,First524,Last524,user524@email.com,2023-11-01,Checkout,United Kingdom,Male,35-44,Active
SUB0525,First525,Last525,user525@email.com,2023-10-29,Website Popup,United Kingdom,Female,25-34,Active
SUB0526,First526,Last526,user526@email.com,2023-11-25,Checkout,United States,Female,18-24,Active
SUB0527,First527,Last527,user527@email.com,2024-04-17,Checkout,United States,Female,35-44,Active
SUB0528,First528,Last528,user528@email.com,2024-01-06,Checkout,United States,Male,18-24,Unsubscribed
SUB0529,First529,Last529,user529@email.com,2023-07-29,Checkout,United Kingdom,Male,45-54,Active
SUB0530,First530,Last530,user530@email.com,2023-08-12,Referral,United States,Male,35-44,Active
SUB0531,First531,Last531,user531@email.com,2023-09-15,Checkout,United States,Female,45-54,Active
SUB0532,First532,Last532,user532@email.com,2024-06-19,Social Media,Canada,Female,35-44,Active
SUB0533,First533,Last533,user533@email.com,2024-01-01,Website Popup,United States,Female,18-24,Active
SUB0534,First534,Last534,user534@email.com,2023-08-07,Checkout,United States,Female,25-34,Bounced
SUB0535,First535,Last535,user535@email.com,2023-09-20,Social Media,United States,Female,55+,Active
SUB0536,First536,Last536,user536@email.com,2023-10-02,Checkout,United Kingdom,Male,25-34,Active
SUB0537,First537,Last537,user537@email.com,2023-09-10,Referral,United States,Male,35-44,Active
SUB0538,First538,Last538,user538@email.com,2023-08-26,Website Popup,United States,Male,25-34,Active
SUB0539,First539,Last539,user539@email.com,2024-03-01,Website Popup,Australia,Male,25-34,Active
SUB0540,First540,Last540,user540@email.com,2024-03-14,Checkout,United Kingdom,Female,25-34,Active
SUB0541,First541,Last541,user541@email.com,2023-11-08,Checkout,United States,Male,25-34,Active
SUB0542,First542,Last542,user542@email.com,2024-03-24,Social Media,United States,Male,18-24,Active
SUB0543,First543,Last543,user543@email.com,2024-01-29,Referral,United States,Male,18-24,Active
SUB0544,First544,Last544,user544@email.com,2024-06-10,Checkout,United Kingdom,Female,55+,Active
SUB0545,First545,Last545,user545@email.com,2023-09-19,Blog,Australia,Female,18-24,Active
SUB0546,First546,Last546,user546@email.com,2024-03-02,Website Popup,United States,Male,45-54,Active
SUB0547,First547,Last547,user547@email.com,2023-12-11,Checkout,United Kingdom,Female,18-24,Active
SUB0548,First548,Last548,user548@email.com,2024-02-02,Social Media,Canada,Female,35-44,Active
SUB0549,First549,Last549,user549@email.com,2023-12-15,Website Popup,United States,Female,45-54,Active
SUB0550,First550,Last550,user550@email.com,2024-03-19,Referral,United States,Female,25-34,Active
SUB0551,First551,Last551,user551@email.com,2024-01-03,Referral,United Kingdom,Male,45-54,Bounced
SUB0552,First552,Last552,user552@email.com,2023-10-30,Social Media,United States,Male,25-34,Active
SUB0553,First553,Last553,user553@email.com,2024-05-10,Website Popup,United States,Male,18-24,Active
SUB0554,First554,Last554,user554@email.com,2024-06-14,Website Popup,United States,Female,35-44,Active
SUB0555,First555,Last555,user555@email.com,2023-08-16,Website Popup,Canada,Male,25-34,Active
SUB0556,First556,Last556,user556@email.com,2023-08-07,Blog,United States,Female,25-34,Active
SUB0557,First557,Last557,user557@email.com,2023-08-14,Checkout,United States,Male,18-24,Active
SUB0558,First558,Last558,user558@email.com,2023-10-06,Checkout,Australia,Male,25-34,Active
SUB0559,First559,Last559,user559@email.com,2024-02-09,Checkout,United Kingdom,Female,55+,Active
SUB0560,First560,Last560,user560@email.com,2023-10-20,Website Popup,United Kingdom,Female,25-34,Unsubscribed
SUB0561,First561,Last561,user561@email.com,2023-10-28,Social Media,United States,Female,35-44,Active
SUB0562,First562,Last562,user562@email.com,2023-08-15,Checkout,United States,Female,25-34,Bounced
SUB0563,First563,Last563,user563@email.com,2024-03-11,Social Media,United Kingdom,Male,25-34,Active
SUB0564,First564,Last564,user564@email.com,2023-09-04,Referral,United States,Female,45-54,Active
SUB0565,First565,Last565,user565@email.com,2024-04-05,Website Popup,United States,Female,35-44,Active
SUB0566,First566,Last566,user566@email.com,2024-05-27,Checkout,United States,Female,18-24,Active
SUB0567,First567,Last567,user567@email.com,2024-04-04,Checkout,United States,Male,25-34,Unsubscribed
SUB0568,First568,Last568,user568@email.com,2024-02-19,Checkout,United Kingdom,Male,25-34,Active
SUB0569,First569,Last569,user569@email.com,2023-10-17,Referral,Canada,Female,35-44,Bounced
SUB0570,First570,Last570,user570@email.com,2023-09-23,Checkout,United Kingdom,Male,25-34,Active
SUB0571,First571,Last571,user571@email.com,2023-08-15,Social Media,United States,Female,55+,Active
SUB0572,First572,Last572,user572@email.com,2024-01-06,Checkout,United Kingdom,Female,18-24,Active
SUB0573,First573,Last573,user573@email.com,2023-11-18,Blog,Canada,Female,35-44,Active
SUB0574,First574,Last574,user574@email.com,2023-09-04,Checkout,United States,Male,25-34,Active
SUB0575,First575,Last575,user575@email.com,2023-08-06,Checkout,United States,Female,55+,Active
SUB0576,First576,Last576,user576@email.com,2024-02-16,Checkout,United States,Male,35-44,Bounced
SUB0577,First577,Last577,user577@email.com,2023-11-12,Website Popup,Australia,Male,18-24,Unsubscribed
SUB0578,First578,Last578,user578@email.com,2023-12-18,Checkout,United States,Male,55+,Unsubscribed
SUB0579,First579,Last579,user579@email.com,2024-03-25,Social Media,United States,Male,55+,Active
SUB0580,First580,Last580,user580@email.com,2024-06-20,Website Popup,United States,Female,25-34,Active
SUB0581,First581,Last581,user581@email.com,2023-08-28,Social Media,United States,Male,18-24,Active
SUB0582,First582,Last582,user582@email.com,2024-05-20,Website Popup,United States,Female,25-34,Active
SUB0583,First583,Last583,user583@email.com,2024-01-01,Website Popup,United States,Female,25-34,Active
SUB0584,First584,Last584,user584@email.com,2023-08-28,Website Popup,United States,Male,18-24,Active
SUB0585,First585,Last585,user585@email.com,2024-03-15,Website Popup,United Kingdom,Male,25-34,Active
SUB0586,First586,Last586,user586@email.com,2023-12-09,Website Popup,Australia,Female,25-34,Active
SUB0587,First587,Last587,user587@email.com,2024-04-21,Website Popup,United States,Female,35-44,Active
SUB0588,First588,Last588,user588@email.com,2024-01-23,Social Media,United States,Female,25-34,Unsubscribed
SUB0589,First589,Last589,user589@email.com,2024-02-22,Checkout,United Kingdom,Male,25-34,Unsubscribed
SUB0590,First590,Last590,user590@email.com,2024-03-07,Website Popup,Australia,Female,18-24,Active
SUB0591,First591,Last591,user591@email.com,2024-01-05,Referral,United States,Female,35-44,Active
SUB0592,First592,Last592,user592@email.com,2024-04-03,Website Popup,United Kingdom,Male,18-24,Active
